127.0.0.1 - - [20/Jul/2017:20:02:23 -0400] "GET / HTTP/1.1" 200 875
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-includes/css/editor.min.css?ver=4.8 HTTP/1.1" 200 5864
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.8 HTTP/1.1" 200 37813
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 200 81703
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,customize-base,customize-loader,thickb&load%5B%5D=ox,plugin-install,updates,shortcode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jq&load%5B%5D=uery-ui-autocomplete&ver=4.8 HTTP/1.1" 200 73144
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1" 200 15238
::1 - - [20/Jul/2017:20:20:26 -0400] "POST /wordpress/wp-cron.php?doing_wp_cron=1500596426.5014879703521728515625 HTTP/1.1" 200 -
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=c2cbb033ce&1500596426375 HTTP/1.1" 200 574
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-admin/admin-ajax.php?action=wp-compression-test&test=no&_ajax_nonce=c2cbb033ce&1500596426547 HTTP/1.1" 200 1
::1 - - [20/Jul/2017:20:20:26 -0400] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 1281
::1 - - [20/Jul/2017:20:20:26 -0400] "GET /wordpress/wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.1" 200 423
::1 - - [20/Jul/2017:20:20:32 -0400] "GET /wordpress/wp-admin/users.php HTTP/1.1" 200 8093
::1 - - [20/Jul/2017:20:20:32 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:32 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:32 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,svg-painter,heartbeat,wp-auth-check&ver=4.8 HTTP/1.1" 200 11023
::1 - - [20/Jul/2017:20:20:34 -0400] "GET /wordpress/wp-admin/user-new.php HTTP/1.1" 200 7539
::1 - - [20/Jul/2017:20:20:34 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:34 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils,zxcvbn-async&ver=4.8 HTTP/1.1" 200 37906
::1 - - [20/Jul/2017:20:20:34 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,password-strength-meter,underscore,wp-util,user-profile,svg-painter,heartbeat,wp-a&load%5B%5D=uth-check&ver=4.8 HTTP/1.1" 200 20001
::1 - - [20/Jul/2017:20:20:34 -0400] "GET /wordpress/wp-includes/js/zxcvbn.min.js HTTP/1.1" 200 399635
::1 - - [20/Jul/2017:20:20:40 -0400] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 50
::1 - - [20/Jul/2017:20:20:42 -0400] "GET /wordpress/wp-admin/users.php HTTP/1.1" 200 8093
::1 - - [20/Jul/2017:20:20:42 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:42 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:42 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,svg-painter,heartbeat,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:46 -0400] "GET /wordpress/wp-admin/profile.php?wp_http_referer=%2Fwordpress%2Fwp-admin%2Fusers.php HTTP/1.1" 200 9276
::1 - - [20/Jul/2017:20:20:46 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:46 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils,zxcvbn-async&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:46 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,password-strength-meter,underscore,wp-util,user-profile,svg-painter,heartbeat,wp-auth-check&ver=4.8 HTTP/1.1" 200 19297
::1 - - [20/Jul/2017:20:20:46 -0400] "GET /wordpress/wp-includes/js/zxcvbn.min.js HTTP/1.1" 200 399635
::1 - - [20/Jul/2017:20:20:57 -0400] "GET /wordpress/wp-admin/edit.php?post_type=page HTTP/1.1" 200 9906
::1 - - [20/Jul/2017:20:20:58 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:58 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:20:58 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery-ui-autocomplete,ta&load%5B%5D=gs-suggest,inline-edit-post,heartbeat,svg-painter,wp-auth-check&ver=4.8 HTTP/1.1" 200 24330
::1 - - [20/Jul/2017:20:20:58 -0400] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-admin/post.php?post=2&action=edit HTTP/1.1" 200 26665
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/js/thickbox/thickbox.css?ver=4.8 HTTP/1.1" 200 932
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/js/mediaelement/mediaelementplayer.min.css?ver=2.22.0 HTTP/1.1" 200 3213
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=4.8 HTTP/1.1" 200 1134
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 265
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/css/editor.min.css?ver=4.8 HTTP/1.1" 200 5864
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/compat3x/plugin.min.js?ver=4603-20170530 HTTP/1.1" 200 1767
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,buttons,media-views,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menu&load%5B%5D=s,widgets,site-icon,l10n,wp-auth-check&ver=4.8 HTTP/1.1" 200 88773
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils,plupload&ver=4.8 HTTP/1.1" 200 73768
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-includes/js/tinymce/tinymce.min.js?ver=4603-20170530 HTTP/1.1" 200 153446
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,heartbeat,autosave,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,sug&load%5B%5D=gest,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery&load%5B%5D=-ui-autocomplete,tags-suggest,tags-box,underscore,word-count,post,editor-expand,thickbox,shortcode,backbone,wp-util,wp-backbone,&load%5B%5D=media-models,wp-plupload,mediaelement,wp-mediaelement,media-views,media-editor,media-audiovideo,mce-view,imgareaselect,image-edi&load%5B%5D=t,svg-painter,wp-auth-check,editor,wplink,media-upload,wp-embed&ver=4.8 HTTP/1.1" 200 153912
::1 - - [20/Jul/2017:20:20:59 -0400] "GET /wordpress/wp-admin/images/spinner.gif HTTP/1.1" 200 4162
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/themes/modern/theme.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5239
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/colorpicker/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1017
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/charmap/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 3536
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/lists/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 4823
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/paste/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 8025
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/media/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5896
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/fullscreen/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1140
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/textcolor/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 2183
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpautoresize/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 933
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wordpress/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5723
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpeditimage/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5195
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpgallery/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 763
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpdialogs/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 649
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpemoji/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 751
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wplink/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 3307
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/hr/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 600
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/tabfocus/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1152
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wptextpattern/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1424
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpview/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1136
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/skins/lightgray/skin.min.css?wp-mce-4603-20170530 HTTP/1.1" 200 7993
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/skins/lightgray/content.min.css?wp-mce-4603-20170530 HTTP/1.1" 200 1230
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/js/tinymce/skins/wordpress/wp-content.css?ver=4.8&wp-mce-4603-20170530 HTTP/1.1" 200 2692
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-includes/css/dashicons.min.css?ver=4.8&wp-mce-4603-20170530 HTTP/1.1" 200 28612
::1 - - [20/Jul/2017:20:21:00 -0400] "GET /wordpress/wp-content/themes/twentyseventeen/assets/css/editor-style.css?wp-mce-4603-20170530 HTTP/1.1" 200 2331
::1 - - [20/Jul/2017:20:21:09 -0400] "POST /wordpress/wp-admin/post.php HTTP/1.1" 302 -
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-admin/post.php?post=2&action=edit&message=1 HTTP/1.1" 200 26792
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,buttons,media-views,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menu&load%5B%5D=s,widgets,site-icon,l10n,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/thickbox/thickbox.css?ver=4.8 HTTP/1.1" 200 932
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/mediaelement/mediaelementplayer.min.css?ver=2.22.0 HTTP/1.1" 200 3213
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 265
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=4.8 HTTP/1.1" 200 1134
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils,plupload&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/css/editor.min.css?ver=4.8 HTTP/1.1" 200 5864
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,heartbeat,autosave,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,sug&load%5B%5D=gest,jquery-ui-core,jquery-ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery&load%5B%5D=-ui-autocomplete,tags-suggest,tags-box,underscore,word-count,post,editor-expand,thickbox,shortcode,backbone,wp-util,wp-backbone,&load%5B%5D=media-models,wp-plupload,mediaelement,wp-mediaelement,media-views,media-editor,media-audiovideo,mce-view,imgareaselect,image-edi&load%5B%5D=t,svg-painter,wp-auth-check,editor,wplink,media-upload,wp-embed&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/compat3x/plugin.min.js?ver=4603-20170530 HTTP/1.1" 200 1767
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/tinymce.min.js?ver=4603-20170530 HTTP/1.1" 200 153446
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/themes/modern/theme.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5239
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/charmap/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 3536
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/media/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5896
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/lists/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 4823
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/colorpicker/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1017
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/paste/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 8025
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/tabfocus/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1152
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/textcolor/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 2183
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/hr/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 600
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/fullscreen/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1140
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wordpress/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5723
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpautoresize/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 933
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpemoji/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 751
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpeditimage/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 5195
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpdialogs/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 649
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wptextpattern/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1424
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpview/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 1136
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wpgallery/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 763
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/plugins/wplink/plugin.min.js?wp-mce-4603-20170530 HTTP/1.1" 200 3307
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-admin/admin-ajax.php?action=oembed-cache&post=2 HTTP/1.1" 200 1
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/skins/lightgray/skin.min.css?wp-mce-4603-20170530 HTTP/1.1" 200 7993
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/skins/lightgray/content.min.css?wp-mce-4603-20170530 HTTP/1.1" 200 1230
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/js/tinymce/skins/wordpress/wp-content.css?ver=4.8&wp-mce-4603-20170530 HTTP/1.1" 200 2692
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-includes/css/dashicons.min.css?ver=4.8&wp-mce-4603-20170530 HTTP/1.1" 200 28612
::1 - - [20/Jul/2017:20:21:10 -0400] "GET /wordpress/wp-content/themes/twentyseventeen/assets/css/editor-style.css?wp-mce-4603-20170530 HTTP/1.1" 200 2331
::1 - - [20/Jul/2017:20:21:18 -0400] "GET /wordpress/wp-admin/index.php HTTP/1.1" 200 14796
::1 - - [20/Jul/2017:20:21:18 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:18 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:18 -0400] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 1
::1 - - [20/Jul/2017:20:21:18 -0400] "GET /wordpress/wp-includes/js/thickbox/thickbox.css?ver=4.8 HTTP/1.1" 200 932
::1 - - [20/Jul/2017:20:21:18 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,customize-base,customize-loader,thickb&load%5B%5D=ox,plugin-install,updates,shortcode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jq&load%5B%5D=uery-ui-autocomplete&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:18 -0400] "GET /wordpress/wp-includes/css/editor.min.css?ver=4.8 HTTP/1.1" 200 5864
::1 - - [20/Jul/2017:20:21:22 -0400] "GET /wordpress/wp-admin/edit.php?post_type=page HTTP/1.1" 200 9905
::1 - - [20/Jul/2017:20:21:22 -0400] "GET /wordpress/wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,widgets,site-icon,&load%5B%5D=l10n,buttons,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:22 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:22 -0400] "GET /wordpress/wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery-ui-autocomplete,ta&load%5B%5D=gs-suggest,inline-edit-post,heartbeat,svg-painter,wp-auth-check&ver=4.8 HTTP/1.1" 304 -
::1 - - [20/Jul/2017:20:21:22 -0400] "POST /wordpress/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [20/Jul/2017:20:21:24 -0400] "GET /wordpress/wp-admin/post.php?post=2&action=edit HTTP/1.1" 200 26679
